"","user_id","country","gender","device_type","test_group","converted","total_spent"
"","1036447","BRA","F","","B","Yes","3.7800"
"","1019959","BRA","F","I","A","Yes","67.5800"
"","1006811","USA","F","I","A","Yes","42.4200"
"","1040462","USA","F","I","B","Yes","37.8800"
"","1004755","DEU","F","I","A","Yes","77.3900"
"","1008409","FRA","F","A","A","Yes","147.0500"
"","1024982","MEX","unknown","I","A","Yes","158.5500"
"","1042092","USA","unknown","A","A","Yes","63.2700"
"","1043540","USA","F","I","A","Yes","70.2100"
"","1019649","BRA","M","I","A","Yes","100.3000"
"","1015344","MEX","F","A","A","Yes","163.5600"
"","1025352","MEX","F","I","B","Yes","40.5200"
"","1015526","GBR","M","I","B","Yes","53.2600"
"","1042868","MEX","F","I","B","Yes","39.2400"
"","1023414","USA","F","I","A","Yes","44.6900"
"","1023532","ESP","M","I","B","Yes","83.3733"
"","1006270","FRA","F","A","B","Yes","21.1800"
"","1013480","BRA","F","A","B","Yes","12.9100"
"","1008390","USA","F","A","B","Yes","41.4200"
"","1039274","TUR","F","A","B","Yes","96.0900"
"","1021706","TUR","F","A","B","Yes","84.5500"
"","1028763","USA","F","A","B","Yes","12.8300"
"","1013823","USA","M","I","B","Yes","45.1700"
"","1009512","DEU","M","I","B","Yes","87.8881"
"","1031801","BRA","M","I","A","Yes","53.3000"
"","1014150","BRA","F","I","B","Yes","131.3300"
"","1034029","MEX","unknown","I","A","Yes","106.5300"
"","1029639","USA","F","A","A","Yes","29.3500"
"","1045330","MEX","M","I","B","Yes","114.4800"
"","1022831","USA","unknown","I","A","Yes","85.5500"
"","1038986","USA","F","I","B","Yes","51.1700"
"","1031649","BRA","F","A","B","Yes","19.6900"
"","1004106","BRA","F","A","A","Yes","49.5500"
"","1024840","FRA","unknown","I","A","Yes","42.4600"
"","1002070","BRA","O","I","A","Yes","49.3900"
"","1013747","USA","F","I","B","Yes","74.7600"
"","1045561","USA","M","I","A","Yes","40.7400"
"","1031218","TUR","F","A","A","Yes","109.2000"
"","1031635","MEX","F","I","B","Yes","30.7700"
"","1035888","DEU","F","I","B","Yes","9.7200"
"","1034599","ESP","unknown","A","A","Yes","55.7400"
"","1045400","MEX","F","I","B","Yes","26.7200"
"","1014965","BRA","F","A","A","Yes","56.3800"
"","1016134","USA","F","A","B","Yes","18.7600"
"","1047965","MEX","M","I","A","Yes","44.7200"
"","1034321","CAN","F","I","A","Yes","69.7900"
"","1040039","USA","F","A","A","Yes","30.5300"
"","1021514","MEX","F","I","A","Yes","36.1300"
"","1001728","MEX","M","I","B","Yes","107.6300"
"","1048938","BRA","M","I","A","Yes","24.1800"
"","1009810","BRA","F","I","A","Yes","854.8000"
"","1016359","USA","M","I","A","Yes","94.3400"
"","1013001","ESP","F","I","B","Yes","52.2000"
"","1037215","DEU","F","I","A","Yes","184.7503"
"","1040844","BRA","unknown","I","A","Yes","161.8000"
"","1024518","BRA","M","A","A","Yes","215.4200"
"","1001206","USA","unknown","I","B","Yes","67.1100"
"","1028201","USA","unknown","I","B","Yes","74.6648"
"","1026097","BRA","F","A","B","Yes","79.9100"
"","1036377","BRA","F","A","A","Yes","60.2700"
"","1008920","DEU","unknown","A","B","Yes","123.7000"
"","1006245","TUR","M","I","A","Yes","34.0800"
"","1027181","USA","F","I","A","Yes","84.1900"
"","1045642","BRA","M","I","B","Yes","55.9000"
"","1002010","ESP","M","A","B","Yes","45.2300"
"","1013360","USA","M","I","B","Yes","110.0800"
"","1041892","USA","M","A","A","Yes","5.5600"
"","1031917","USA","unknown","","B","Yes","67.7200"
"","1031383","BRA","unknown","I","A","Yes","40.6500"
"","1032121","USA","M","I","B","Yes","96.5852"
"","1024656","USA","F","I","B","Yes","18.7000"
"","1000436","TUR","F","A","B","Yes","25.5500"
"","1025152","TUR","unknown","A","A","Yes","144.5300"
"","1027544","FRA","unknown","I","A","Yes","26.9900"
"","1013176","TUR","F","A","A","Yes","162.8700"
"","1002531","USA","M","A","B","Yes","30.7700"
"","1023714","USA","M","I","B","Yes","28.1400"
"","1011467","FRA","F","I","A","Yes","136.0100"
"","1040429","MEX","F","I","A","Yes","43.6300"
"","1021171","USA","O","A","B","Yes","169.5000"
"","1029973","USA","F","A","B","Yes","72.4300"
"","1002892","USA","unknown","A","B","Yes","54.3700"
"","1000071","USA","F","I","B","Yes","6.7100"
"","1047169","USA","M","A","B","Yes","76.1600"
"","1027780","FRA","F","I","B","Yes","39.6400"
"","1027361","USA","M","I","A","Yes","153.8404"
"","1048858","unknown","F","I","A","Yes","26.0500"
"","1031240","DEU","F","A","A","Yes","103.0600"
"","1000623","USA","F","A","A","Yes","61.2900"
"","1007230","USA","M","A","A","Yes","75.1900"
"","1024688","DEU","F","A","B","Yes","18.7100"
"","1033557","FRA","F","I","B","Yes","38.9000"
"","1021145","TUR","F","I","A","Yes","57.7500"
"","1012091","BRA","F","A","B","Yes","31.9100"
"","1020891","USA","M","","B","Yes","96.4000"
"","1004101","USA","O","A","A","Yes","79.2300"
"","1044815","USA","F","A","A","Yes","77.5205"
"","1032083","USA","M","I","A","Yes","93.9100"
"","1045416","DEU","F","I","B","Yes","20.4800"
"","1030502","BRA","M","I","B","Yes","67.4900"
"","1027930","USA","unknown","I","B","Yes","71.4800"
"","1017896","USA","M","A","A","Yes","17.7500"
"","1047051","BRA","unknown","A","B","Yes","28.2700"
"","1025974","TUR","F","I","A","Yes","67.3100"
"","1008689","BRA","F","A","B","Yes","71.0500"
"","1023504","USA","F","I","B","Yes","60.7100"
"","1013995","DEU","F","I","A","Yes","23.4300"
"","1007616","AUS","F","A","A","Yes","136.7600"
"","1028554","USA","M","I","B","Yes","56.3300"
"","1004897","BRA","F","I","B","Yes","116.2200"
"","1031815","USA","M","I","B","Yes","22.1200"
"","1025470","TUR","F","I","A","Yes","149.6900"
"","1016640","DEU","F","A","A","Yes","12.1800"
"","1012016","ESP","F","A","B","Yes","86.5800"
"","1010259","DEU","F","I","A","Yes","84.4300"
"","1004325","BRA","M","A","B","Yes","161.4600"
"","1042745","CAN","F","A","A","Yes","161.4400"
"","1031387","CAN","F","I","A","Yes","86.1100"
"","1023763","GBR","F","I","A","Yes","17.5800"
"","1024144","GBR","F","I","B","Yes","47.5839"
"","1024218","BRA","F","I","B","Yes","66.2900"
"","1024976","MEX","M","A","B","Yes","30.7500"
"","1014892","GBR","F","I","A","Yes","41.8200"
"","1035089","MEX","unknown","I","B","Yes","32.8900"
"","1013897","ESP","F","I","A","Yes","14.1400"
"","1025126","BRA","O","A","A","Yes","28.8600"
"","1015793","USA","M","I","A","Yes","40.2400"
"","1017755","USA","unknown","A","B","Yes","37.2300"
"","1048624","CAN","F","A","B","Yes","14.3700"
"","1035837","USA","F","I","B","Yes","20.6500"
"","1007782","USA","M","I","A","Yes","111.7300"
"","1040392","TUR","M","I","B","Yes","58.9400"
"","1023745","BRA","F","I","B","Yes","872.9000"
"","1004772","CAN","M","A","B","Yes","128.9100"
"","1001933","unknown","unknown","I","A","Yes","36.2000"
"","1001298","TUR","M","I","A","Yes","75.9300"
"","1031544","BRA","F","A","A","Yes","80.8800"
"","1006127","USA","F","I","B","Yes","100.3400"
"","1042184","BRA","F","I","A","Yes","71.3200"
"","1019406","CAN","F","I","B","Yes","25.3100"
"","1017060","FRA","M","I","B","Yes","50.7100"
"","1014804","MEX","M","I","B","Yes","124.1603"
"","1038396","unknown","F","I","B","Yes","82.3714"
"","1049653","DEU","F","I","A","Yes","41.6900"
"","1038975","FRA","F","I","B","Yes","36.7000"
"","1027368","BRA","F","A","B","Yes","93.8300"
"","1024196","GBR","F","I","B","Yes","39.9800"
"","1017711","USA","M","I","B","Yes","73.3400"
"","1001855","USA","unknown","A","A","Yes","150.5937"
"","1005742","USA","F","A","A","Yes","52.0400"
"","1022857","MEX","M","I","B","Yes","27.8900"
"","1002198","USA","F","I","A","Yes","34.5900"
"","1021823","USA","M","A","B","Yes","44.7100"
"","1041617","AUS","O","I","B","Yes","123.5500"
"","1016401","USA","unknown","I","A","Yes","72.4200"
"","1001501","BRA","F","A","B","Yes","126.6700"
"","1019970","BRA","unknown","I","A","Yes","124.2200"
"","1049091","ESP","M","I","B","Yes","73.7900"
"","1030983","BRA","M","I","B","Yes","20.0400"
"","1010638","FRA","M","I","B","Yes","14.6900"
"","1045384","USA","F","A","B","Yes","22.3800"
"","1005885","TUR","O","I","B","Yes","221.8537"
"","1047570","TUR","unknown","I","B","Yes","115.0900"
"","1040677","USA","F","I","A","Yes","84.4400"
"","1011745","TUR","F","A","A","Yes","61.1400"
"","1009830","MEX","F","I","A","Yes","57.9900"
"","1029235","CAN","F","A","B","Yes","121.2600"
"","1013201","MEX","unknown","A","A","Yes","66.0000"
"","1000937","GBR","F","","B","Yes","122.2800"
"","1000579","BRA","M","A","B","Yes","117.7900"
"","1038750","USA","F","I","B","Yes","45.4900"
"","1026684","USA","unknown","I","A","Yes","137.1000"
"","1020593","BRA","F","A","A","Yes","101.7800"
"","1049443","TUR","F","A","B","Yes","12.9800"
"","1003174","MEX","F","I","A","Yes","187.5212"
"","1049747","MEX","M","I","A","Yes","56.3779"
"","1003488","BRA","M","I","A","Yes","255.6600"
"","1038025","DEU","F","I","A","Yes","11.9300"
"","1049704","USA","F","I","A","Yes","405.8000"
"","1013250","BRA","F","I","B","Yes","3.5900"
"","1012627","CAN","unknown","A","B","Yes","32.6100"
"","1036494","USA","F","I","B","Yes","21.6800"
"","1007297","MEX","O","I","A","Yes","104.4300"
"","1022021","MEX","F","I","A","Yes","25.4600"
"","1032365","FRA","unknown","I","B","Yes","8.8300"
"","1001500","USA","F","I","B","Yes","74.2163"
"","1005286","GBR","F","I","B","Yes","46.2600"
"","1044074","AUS","F","A","B","Yes","28.1200"
"","1010183","USA","unknown","A","B","Yes","49.2600"
"","1044441","USA","F","A","A","Yes","71.6900"
"","1045566","USA","F","I","B","Yes","35.1300"
"","1019419","USA","F","A","B","Yes","45.0928"
"","1021291","USA","F","A","A","Yes","65.4600"
"","1012527","TUR","unknown","I","A","Yes","38.3900"
"","1030941","TUR","F","I","B","Yes","69.6100"
"","1029472","BRA","M","I","A","Yes","58.6200"
"","1007467","BRA","M","A","B","Yes","70.8300"
"","1010948","DEU","M","A","B","Yes","64.1600"
"","1004239","USA","unknown","I","B","Yes","22.7300"
"","1006881","BRA","M","I","B","Yes","40.3800"
"","1025105","MEX","unknown","I","A","Yes","61.1700"
"","1045677","USA","F","A","B","Yes","62.5100"
"","1021398","USA","M","A","B","Yes","56.1600"
"","1017087","GBR","unknown","I","B","Yes","32.0800"
"","1001477","USA","M","I","B","Yes","106.6500"
"","1014982","TUR","O","A","B","Yes","38.6600"
"","1034168","DEU","F","A","B","Yes","70.4600"
"","1015999","USA","F","A","B","Yes","39.6900"
"","1049524","USA","unknown","A","A","Yes","45.4800"
"","1021378","MEX","unknown","A","A","Yes","42.7500"
"","1043975","BRA","F","I","A","Yes","54.1500"
"","1030291","USA","M","I","B","Yes","152.3478"
"","1026745","USA","unknown","I","B","Yes","15.0600"
"","1026180","ESP","M","A","B","Yes","156.7200"
"","1035081","USA","F","I","B","Yes","43.9800"
"","1046351","USA","M","A","B","Yes","59.9100"
"","1030815","MEX","F","I","B","Yes","116.1900"
"","1021929","TUR","F","I","B","Yes","94.1600"
"","1030642","USA","M","A","A","Yes","70.8000"
"","1013300","USA","F","A","B","Yes","56.0100"
"","1017445","BRA","M","I","A","Yes","23.7600"
"","1039003","USA","unknown","I","A","Yes","29.3600"
"","1017637","FRA","F","A","B","Yes","49.2300"
"","1037712","MEX","F","A","A","Yes","74.6100"
"","1001424","FRA","F","A","B","Yes","69.7300"
"","1038421","USA","F","I","B","Yes","45.4700"
"","1030317","BRA","unknown","A","B","Yes","59.6200"
"","1042836","TUR","F","I","B","Yes","22.2600"
"","1029740","USA","M","A","B","Yes","24.1600"
"","1043407","unknown","M","I","B","Yes","151.4300"
"","1006140","CAN","F","A","A","Yes","87.7000"
"","1016281","USA","unknown","I","B","Yes","248.1100"
"","1015909","USA","F","A","B","Yes","12.0300"
"","1007690","BRA","F","A","B","Yes","36.3700"
"","1018529","BRA","unknown","","B","Yes","32.8800"
"","1047096","USA","F","I","A","Yes","45.3900"
"","1047334","USA","F","I","A","Yes","56.0100"
"","1047303","BRA","M","I","A","Yes","25.9900"
"","1017359","USA","M","I","A","Yes","24.8300"
"","1047533","BRA","F","I","A","Yes","3.1700"
"","1028444","USA","M","I","B","Yes","46.7900"
"","1008546","USA","F","I","B","Yes","99.4100"
"","1008167","ESP","unknown","A","B","Yes","56.8508"
"","1032265","USA","unknown","I","B","Yes","38.9200"
"","1027051","CAN","M","I","B","Yes","18.0300"
"","1038929","TUR","M","I","B","Yes","95.8400"
"","1013141","USA","M","A","A","Yes","112.6700"
"","1031938","BRA","F","A","B","Yes","8.2800"
"","1014953","BRA","F","I","A","Yes","169.3700"
"","1031208","CAN","M","I","A","Yes","99.6029"
"","1017127","USA","unknown","I","A","Yes","66.0548"
"","1037883","MEX","unknown","I","A","Yes","237.4500"
"","1048415","USA","M","I","B","Yes","61.3900"
"","1026220","BRA","M","I","A","Yes","65.7900"
"","1035026","USA","unknown","A","A","Yes","37.0300"
"","1018350","GBR","M","I","A","Yes","193.2381"
"","1037803","USA","F","A","B","Yes","41.5700"
"","1041367","BRA","M","A","A","Yes","26.0900"
"","1014224","USA","F","A","B","Yes","58.6100"
"","1041035","MEX","F","I","A","Yes","63.7900"
"","1019693","USA","M","A","B","Yes","23.2000"
"","1028191","BRA","F","A","B","Yes","6.4200"
"","1008410","MEX","F","I","B","Yes","110.1900"
"","1024948","FRA","M","A","B","Yes","60.9000"
"","1015828","USA","M","I","B","Yes","30.0500"
"","1047194","FRA","F","I","A","Yes","180.6500"
"","1001606","GBR","M","I","B","Yes","18.6300"
"","1039909","BRA","unknown","I","B","Yes","161.5400"
"","1014011","DEU","M","I","B","Yes","150.7200"
"","1041807","USA","F","A","B","Yes","18.5700"
"","1020103","USA","M","A","B","Yes","190.3008"
"","1006874","USA","M","A","B","Yes","64.8500"
"","1024160","DEU","unknown","A","A","Yes","127.7616"
"","1025941","USA","M","I","B","Yes","62.9400"
"","1003168","USA","F","I","B","Yes","91.1600"
"","1037296","BRA","M","I","A","Yes","243.5628"
"","1008817","USA","F","I","B","Yes","78.4200"
"","1010057","USA","F","I","A","Yes","35.2100"
"","1042285","MEX","O","I","B","Yes","147.5534"
"","1021801","FRA","F","A","B","Yes","53.5800"
"","1000185","MEX","F","I","B","Yes","53.0700"
"","1025097","GBR","F","A","B","Yes","836.6820"
"","1047770","DEU","F","A","B","Yes","160.3118"
"","1040680","USA","F","I","A","Yes","40.6200"
"","1037673","ESP","O","I","A","Yes","188.8000"
"","1038018","BRA","F","A","B","Yes","34.3800"
"","1039384","USA","F","I","A","Yes","53.3200"
"","1035284","USA","unknown","A","B","Yes","73.0500"
"","1030735","BRA","F","A","B","Yes","92.8500"
"","1030278","USA","F","I","B","Yes","20.2600"
"","1020325","USA","M","I","A","Yes","761.1441"
"","1006191","FRA","F","A","B","Yes","29.9700"
"","1042287","DEU","F","I","A","Yes","109.2300"
"","1000908","GBR","F","I","B","Yes","78.7000"
"","1040747","USA","unknown","I","A","Yes","48.3600"
"","1017584","USA","F","A","A","Yes","51.7800"
"","1024176","MEX","F","I","B","Yes","156.4600"
"","1044910","DEU","M","A","B","Yes","69.9100"
"","1042262","USA","M","I","A","Yes","76.2000"
"","1003802","BRA","unknown","A","B","Yes","38.9800"
"","1000601","USA","F","A","A","Yes","10.7900"
"","1032141","USA","M","I","A","Yes","128.5200"
"","1018514","GBR","M","I","B","Yes","7.6400"
"","1010496","USA","F","A","B","Yes","61.1200"
"","1023306","USA","F","A","B","Yes","60.0000"
"","1013409","MEX","unknown","A","B","Yes","67.4809"
"","1020019","USA","F","A","A","Yes","106.5800"
"","1022602","USA","M","I","A","Yes","138.7000"
"","1031823","MEX","F","I","B","Yes","111.5700"
"","1027801","MEX","F","A","A","Yes","35.9900"
"","1031157","USA","F","A","A","Yes","110.6700"
"","1003699","unknown","F","A","B","Yes","7.5400"
"","1044133","ESP","M","I","B","Yes","33.9500"
"","1040474","MEX","F","A","B","Yes","104.8554"
"","1026298","DEU","M","I","B","Yes","21.6300"
"","1016632","USA","unknown","A","A","Yes","114.0900"
"","1016208","USA","unknown","A","A","Yes","49.6949"
"","1044777","ESP","F","A","A","Yes","97.6600"
"","1004134","MEX","M","I","B","Yes","50.3700"
"","1049894","BRA","F","I","A","Yes","34.0500"
"","1030293","USA","M","I","A","Yes","53.7400"
"","1009686","BRA","F","I","A","Yes","49.2700"
"","1038144","DEU","F","A","A","Yes","22.6000"
"","1039865","unknown","M","I","A","Yes","27.2200"
"","1038852","USA","M","A","B","Yes","53.4000"
"","1043386","BRA","M","I","A","Yes","60.2800"
"","1026793","AUS","M","I","B","Yes","32.7700"
"","1045489","BRA","M","I","B","Yes","80.4000"
"","1045878","AUS","F","A","B","Yes","45.2700"
"","1042039","GBR","F","I","A","Yes","73.6100"
"","1030623","GBR","F","A","A","Yes","27.1800"
"","1004456","TUR","F","I","B","Yes","29.2100"
"","1004985","USA","unknown","A","B","Yes","73.9800"
"","1017826","USA","M","I","B","Yes","62.2800"
"","1036549","USA","F","A","B","Yes","130.0700"
"","1024556","CAN","F","A","B","Yes","45.6400"
"","1002263","FRA","M","I","B","Yes","54.2800"
"","1004578","USA","M","I","B","Yes","17.4900"
"","1011637","USA","F","I","B","Yes","40.3800"
"","1047512","USA","M","A","A","Yes","97.5900"
"","1033644","GBR","unknown","I","A","Yes","41.3000"
"","1007674","USA","F","A","B","Yes","86.1800"
"","1012781","USA","F","A","A","Yes","35.8700"
"","1028457","ESP","F","I","B","Yes","7.8400"
"","1000938","BRA","M","I","A","Yes","48.4800"
"","1037656","CAN","F","A","B","Yes","51.5500"
"","1006564","USA","M","I","B","Yes","95.2482"
"","1031504","DEU","F","I","A","Yes","35.4700"
"","1026541","BRA","M","A","A","Yes","63.4700"
"","1029407","MEX","M","A","A","Yes","58.7600"
"","1000160","USA","F","A","A","Yes","35.3400"
"","1012365","USA","M","I","B","Yes","28.8500"
"","1038126","USA","F","A","A","Yes","38.8600"
"","1006106","MEX","F","I","A","Yes","40.7400"
"","1048037","USA","unknown","A","B","Yes","53.2700"
"","1040066","USA","F","A","B","Yes","22.5000"
"","1036281","ESP","M","I","B","Yes","267.8000"
"","1023963","USA","F","I","A","Yes","59.3100"
"","1015634","BRA","M","A","B","Yes","28.8300"
"","1013398","ESP","F","I","B","Yes","13.0400"
"","1025834","USA","unknown","A","B","Yes","51.4485"
"","1007038","ESP","F","A","B","Yes","99.0200"
"","1021366","ESP","F","I","B","Yes","82.6000"
"","1013853","USA","F","I","A","Yes","85.5700"
"","1003569","CAN","F","A","B","Yes","41.8900"
"","1000269","USA","M","A","A","Yes","116.2900"
"","1014543","DEU","F","I","B","Yes","19.7300"
"","1000523","BRA","F","A","A","Yes","89.6400"
"","1031736","USA","F","I","B","Yes","59.2400"
"","1030220","USA","M","A","A","Yes","63.1400"
"","1046139","USA","F","I","B","Yes","46.6500"
"","1017718","unknown","F","I","B","Yes","94.4100"
"","1040374","USA","M","I","A","Yes","33.2474"
"","1013143","CAN","O","A","B","Yes","35.7800"
"","1046994","MEX","F","I","B","Yes","55.7300"
"","1049319","BRA","F","A","B","Yes","35.6300"
"","1039136","MEX","unknown","I","A","Yes","87.1100"
"","1025030","MEX","F","I","B","Yes","34.6300"
"","1007937","BRA","M","I","B","Yes","70.0700"
"","1032555","BRA","M","I","A","Yes","180.3200"
"","1026112","USA","unknown","I","A","Yes","37.2000"
"","1042173","USA","unknown","A","B","Yes","52.9300"
"","1034737","USA","F","A","A","Yes","33.5300"
"","1030869","BRA","M","I","B","Yes","42.4200"
"","1032045","BRA","M","I","A","Yes","168.0100"
"","1025382","DEU","M","I","A","Yes","62.5400"
"","1046409","USA","M","A","A","Yes","136.6300"
"","1017293","TUR","M","I","A","Yes","22.9000"
"","1000039","GBR","F","A","B","Yes","36.6500"
"","1038051","USA","M","I","A","Yes","61.8700"
"","1007566","USA","unknown","A","B","Yes","41.8000"
"","1037516","USA","F","I","A","Yes","34.2300"
"","1014631","DEU","unknown","A","A","Yes","62.5000"
"","1036211","AUS","F","A","B","Yes","42.3200"
"","1048979","BRA","M","I","A","Yes","65.7900"
"","1017566","GBR","F","A","A","Yes","165.1400"
"","1043070","FRA","M","A","A","Yes","89.0900"
"","1048538","USA","F","I","A","Yes","72.1800"
"","1000417","DEU","F","A","B","Yes","45.0600"
"","1026157","USA","F","I","A","Yes","72.4400"
"","1044839","USA","F","I","B","Yes","110.7000"
"","1008665","DEU","F","A","B","Yes","58.9000"
"","1012662","BRA","F","I","B","Yes","95.0200"
"","1041529","USA","M","A","B","Yes","79.3600"
"","1013329","MEX","unknown","I","B","Yes","48.7814"
"","1002557","USA","F","I","A","Yes","41.6200"
"","1019282","USA","M","A","B","Yes","13.7500"
"","1018799","BRA","unknown","I","B","Yes","78.8600"
"","1011554","USA","unknown","A","B","Yes","48.6600"
"","1045726","CAN","F","A","A","Yes","102.3800"
"","1028585","FRA","unknown","I","A","Yes","41.5900"
"","1024935","USA","F","I","A","Yes","6.1300"
"","1045347","GBR","F","I","B","Yes","188.5200"
"","1004623","USA","M","A","A","Yes","39.1600"
"","1038646","USA","M","A","A","Yes","42.0500"
"","1044844","MEX","F","I","B","Yes","93.7800"
"","1021938","TUR","M","I","B","Yes","21.7900"
"","1005159","BRA","F","A","B","Yes","60.2300"
"","1043139","DEU","unknown","A","B","Yes","30.7900"
"","1026141","USA","F","I","B","Yes","111.6300"
"","1024109","BRA","M","I","B","Yes","85.5700"
"","1047670","GBR","M","I","B","Yes","67.1498"
"","1015387","BRA","F","I","B","Yes","76.6000"
"","1026003","ESP","F","I","A","Yes","82.8200"
"","1025283","AUS","F","I","B","Yes","164.5800"
"","1021197","MEX","F","I","B","Yes","86.9200"
"","1016001","MEX","F","A","B","Yes","59.6500"
"","1018988","MEX","M","I","B","Yes","46.4800"
"","1013891","CAN","F","I","A","Yes","45.4800"
"","1006865","USA","unknown","A","B","Yes","20.7500"
"","1031305","BRA","F","I","B","Yes","67.2400"
"","1023001","CAN","unknown","A","B","Yes","63.0600"
"","1022698","FRA","unknown","A","A","Yes","75.7900"
"","1016010","USA","F","A","A","Yes","38.1600"
"","1007696","BRA","F","A","A","Yes","49.8900"
"","1021037","ESP","M","I","B","Yes","45.7587"
"","1044398","ESP","M","I","A","Yes","62.9400"
"","1037587","CAN","F","A","B","Yes","56.0200"
"","1044036","USA","F","I","B","Yes","76.2900"
"","1012303","CAN","M","A","A","Yes","63.1200"
"","1034578","USA","F","I","A","Yes","61.6100"
"","1011148","BRA","F","I","A","Yes","52.5000"
"","1023067","USA","F","I","A","Yes","130.7700"
"","1022976","CAN","F","A","A","Yes","31.0000"
"","1022692","USA","F","I","A","Yes","523.6000"
"","1003616","DEU","F","A","B","Yes","84.2000"
"","1047193","DEU","F","I","B","Yes","60.4400"
"","1005080","BRA","M","A","A","Yes","57.3100"
"","1043531","BRA","F","A","B","Yes","17.5400"
"","1036896","DEU","M","I","B","Yes","104.8828"
"","1023864","unknown","O","I","B","Yes","167.8600"
"","1001946","USA","M","I","A","Yes","115.9200"
"","1047124","USA","F","A","B","Yes","59.1800"
"","1044072","USA","F","I","B","Yes","114.8000"
"","1024506","TUR","F","I","A","Yes","29.5500"
"","1046340","USA","F","A","A","Yes","58.5300"
"","1043855","USA","F","I","A","Yes","98.1300"
"","1037783","USA","unknown","I","A","Yes","46.7400"
"","1023208","USA","F","A","A","Yes","11.9600"
"","1032725","MEX","F","I","B","Yes","32.7300"
"","1011373","BRA","unknown","I","A","Yes","54.4400"
"","1012381","BRA","F","I","B","Yes","55.7200"
"","1009982","TUR","unknown","A","B","Yes","75.4400"
"","1001682","BRA","M","I","B","Yes","23.5100"
"","1048483","BRA","F","I","B","Yes","54.2200"
"","1005960","BRA","F","I","A","Yes","89.5900"
"","1042214","USA","F","A","B","Yes","41.2900"
"","1001962","MEX","F","A","B","Yes","138.3800"
"","1027609","BRA","unknown","I","A","Yes","2.3200"
"","1044625","USA","F","A","A","Yes","16.0700"
"","1002983","USA","unknown","I","B","Yes","46.6800"
"","1028134","USA","M","A","B","Yes","93.8900"
"","1036756","unknown","M","I","B","Yes","94.8000"
"","1019940","MEX","F","I","A","Yes","335.1000"
"","1031850","CAN","unknown","I","B","Yes","32.8900"
"","1009587","USA","M","A","B","Yes","7.8900"
"","1028764","USA","unknown","I","B","Yes","126.9400"
"","1028100","USA","unknown","A","B","Yes","157.1500"
"","1020804","USA","M","I","A","Yes","104.6000"
"","1027106","GBR","F","I","A","Yes","111.8200"
"","1012407","TUR","F","A","A","Yes","31.6400"
"","1016271","TUR","M","I","B","Yes","39.7600"
"","1031476","USA","M","A","B","Yes","46.1300"
"","1048763","BRA","F","A","A","Yes","91.5721"
"","1044865","USA","M","I","B","Yes","37.7500"
"","1020727","TUR","unknown","A","A","Yes","42.4600"
"","1012723","FRA","F","I","B","Yes","62.3539"
"","1013863","USA","F","A","B","Yes","761.1000"
"","1046379","USA","M","I","B","Yes","55.3800"
"","1015056","USA","unknown","I","A","Yes","24.1200"
"","1005563","USA","F","I","A","Yes","106.9200"
"","1031698","USA","M","I","B","Yes","9.1800"
"","1001037","USA","F","I","B","Yes","879.1000"
"","1045538","AUS","F","I","A","Yes","129.6700"
"","1031855","USA","unknown","I","B","Yes","26.2000"
"","1016921","GBR","F","I","B","Yes","44.3900"
"","1027208","USA","M","I","A","Yes","58.2700"
"","1035457","unknown","M","I","A","Yes","40.0400"
"","1047785","DEU","F","I","B","Yes","24.8900"
"","1014639","USA","M","I","B","Yes","58.2100"
"","1047664","TUR","O","A","A","Yes","47.9000"
"","1032793","USA","F","I","A","Yes","204.6900"
"","1002400","USA","unknown","A","A","Yes","28.3000"
"","1003941","MEX","unknown","","A","Yes","844.7000"
"","1044785","MEX","F","I","B","Yes","14.4300"
"","1018723","USA","F","I","A","Yes","86.8000"
"","1035073","USA","unknown","I","B","Yes","188.3100"
"","1044364","MEX","M","I","B","Yes","23.0500"
"","1030263","BRA","F","A","B","Yes","45.0900"
"","1010063","USA","F","I","A","Yes","26.7700"
"","1033728","USA","M","A","A","Yes","135.8200"
"","1036466","GBR","F","A","B","Yes","69.0400"
"","1012037","USA","M","I","B","Yes","105.0900"
"","1009074","BRA","F","A","A","Yes","106.3800"
"","1001622","BRA","unknown","A","A","Yes","66.1000"
"","1017649","USA","F","I","A","Yes","44.3700"
"","1044528","BRA","M","I","A","Yes","37.4500"
"","1011950","USA","M","A","A","Yes","144.1100"
"","1033981","GBR","F","A","B","Yes","126.5100"
"","1038039","USA","F","I","B","Yes","36.4700"
"","1041445","AUS","F","A","B","Yes","153.5500"
"","1026414","CAN","M","A","A","Yes","47.4300"
"","1004746","TUR","F","A","B","Yes","64.5800"
"","1023518","USA","M","I","B","Yes","47.0800"
"","1033710","USA","F","A","B","Yes","27.5600"
"","1026258","MEX","M","A","A","Yes","76.0600"
"","1035202","BRA","unknown","A","A","Yes","116.0100"
"","1035252","FRA","M","A","A","Yes","46.8800"
"","1043922","DEU","F","A","A","Yes","54.9100"
"","1012594","USA","unknown","I","A","Yes","147.1800"
"","1000635","ESP","F","I","B","Yes","69.2100"
"","1028294","USA","F","I","A","Yes","17.6300"
"","1038060","USA","M","I","B","Yes","43.8500"
"","1031965","DEU","O","A","A","Yes","28.5300"
"","1008274","CAN","F","A","A","Yes","63.8800"
"","1041988","ESP","unknown","I","A","Yes","90.8800"
"","1045210","USA","unknown","A","B","Yes","87.9200"
"","1031277","MEX","F","A","B","Yes","26.0300"
